GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
1500000US360290132013,360290132013,"Block Group 3, Census Tract 132.01, Erie County, New York",378,134,14,24,33,37,26,33,81,74,74,53,55,57,53,36,14,24,0,12,14,24,14,23,0,12
1500000US360290132021,360290132021,"Block Group 1, Census Tract 132.02, Erie County, New York",879,137,26,26,182,76,83,51,71,43,164,71,83,42,144,67,22,26,17,19,81,46,6,10,0,12
1500000US360290132022,360290132022,"Block Group 2, Census Tract 132.02, Erie County, New York",1685,187,45,36,231,79,257,88,221,82,179,62,132,65,258,79,79,48,159,79,102,74,12,19,10,16
1500000US360290133001,360290133001,"Block Group 1, Census Tract 133, Erie County, New York",706,142,6,10,121,72,128,74,117,57,133,88,66,38,110,64,0,12,0,12,25,30,0,12,0,12
1500000US360290133002,360290133002,"Block Group 2, Census Tract 133, Erie County, New York",159,55,0,12,17,20,47,24,23,18,0,12,42,33,13,15,0,12,5,10,12,19,0,12,0,12
1500000US360290133003,360290133003,"Block Group 3, Census Tract 133, Erie County, New York",235,102,45,50,46,44,30,19,0,12,33,27,20,21,54,33,7,11,0,12,0,12,0,12,0,12
1500000US360290133004,360290133004,"Block Group 4, Census Tract 133, Erie County, New York",687,159,70,70,127,81,151,83,138,69,63,52,62,38,24,26,0,12,25,24,27,31,0,12,0,12
1500000US360290134001,360290134001,"Block Group 1, Census Tract 134, Erie County, New York",494,153,33,39,53,40,87,58,49,39,117,76,88,65,0,12,0,12,47,45,20,32,0,12,0,12
1500000US360290134002,360290134002,"Block Group 2, Census Tract 134, Erie County, New York",367,111,31,37,32,36,13,20,12,20,64,57,68,64,83,44,0,12,0,12,64,98,0,12,0,12
1500000US360290134003,360290134003,"Block Group 3, Census Tract 134, Erie County, New York",545,157,30,36,70,61,54,65,35,42,82,53,81,57,101,97,17,27,18,29,56,67,1,2,0,12
1500000US360290134004,360290134004,"Block Group 4, Census Tract 134, Erie County, New York",540,202,0,12,20,25,29,56,32,45,45,55,135,117,151,95,9,15,14,21,71,69,14,22,20,32
1500000US360290134005,360290134005,"Block Group 5, Census Tract 134, Erie County, New York",1442,205,11,18,212,103,148,84,162,83,400,148,117,67,262,106,69,42,0,12,48,46,0,12,13,20
1500000US360290135011,360290135011,"Block Group 1, Census Tract 135.01, Erie County, New York",1729,267,15,26,177,125,200,89,208,97,412,202,243,130,257,81,0,12,11,19,109,112,24,31,73,61
1500000US360290135012,360290135012,"Block Group 2, Census Tract 135.01, Erie County, New York",504,142,0,12,41,65,77,57,54,48,93,72,37,39,134,70,0,12,24,28,44,57,0,12,0,12
1500000US360290135013,360290135013,"Block Group 3, Census Tract 135.01, Erie County, New York",1038,262,70,72,24,28,102,64,184,133,250,146,110,88,196,124,45,41,41,38,16,25,0,12,0,12
1500000US360290135021,360290135021,"Block Group 1, Census Tract 135.02, Erie County, New York",1024,206,16,25,17,27,116,110,206,91,250,132,71,51,121,70,0,12,75,54,61,49,15,24,76,60
1500000US360290135022,360290135022,"Block Group 2, Census Tract 135.02, Erie County, New York",747,165,0,12,47,43,112,74,132,64,112,58,29,32,229,141,12,18,13,20,11,18,14,24,36,39
1500000US360290135023,360290135023,"Block Group 3, Census Tract 135.02, Erie County, New York",1077,319,0,12,163,114,198,149,216,161,132,88,111,82,177,99,14,23,27,35,13,20,18,29,8,14
1500000US360290135024,360290135024,"Block Group 4, Census Tract 135.02, Erie County, New York",613,200,0,12,60,64,133,95,49,37,107,61,54,48,93,64,31,36,36,41,0,12,17,27,33,38
1500000US360290136001,360290136001,"Block Group 1, Census Tract 136, Erie County, New York",587,143,12,18,27,30,73,45,142,72,128,78,47,36,102,55,28,32,14,22,14,22,0,12,0,12
1500000US360290136002,360290136002,"Block Group 2, Census Tract 136, Erie County, New York",487,166,0,12,41,48,92,89,50,42,84,46,55,41,104,69,11,17,0,12,21,24,0,12,29,45
1500000US360290136003,360290136003,"Block Group 3, Census Tract 136, Erie County, New York",413,120,5,9,54,48,111,62,19,23,75,54,43,39,88,65,9,15,0,12,9,14,0,12,0,12
1500000US360290137011,360290137011,"Block Group 1, Census Tract 137.01, Erie County, New York",535,132,31,35,34,40,32,28,83,56,133,64,75,51,95,82,18,28,8,14,15,23,11,19,0,12
1500000US360290137012,360290137012,"Block Group 2, Census Tract 137.01, Erie County, New York",1146,296,0,12,238,126,167,90,199,105,240,131,9,15,165,167,11,19,0,12,81,107,36,56,0,12
1500000US360290137013,360290137013,"Block Group 3, Census Tract 137.01, Erie County, New York",640,204,29,33,117,89,11,20,102,82,98,74,36,34,168,174,11,17,0,12,59,61,0,12,9,17
1500000US360290137014,360290137014,"Block Group 4, Census Tract 137.01, Erie County, New York",932,214,80,51,44,35,37,35,122,75,177,88,125,125,228,120,82,66,0,12,10,17,0,12,27,24
1500000US360290137021,360290137021,"Block Group 1, Census Tract 137.02, Erie County, New York",1353,216,0,12,187,103,298,138,180,86,200,75,144,84,256,122,37,38,20,22,31,37,0,12,0,12
1500000US360290137022,360290137022,"Block Group 2, Census Tract 137.02, Erie County, New York",1223,235,15,23,97,83,211,90,159,84,250,98,268,125,107,85,36,39,29,34,31,32,0,12,20,32
1500000US360290138001,360290138001,"Block Group 1, Census Tract 138, Erie County, New York",1223,216,13,21,93,70,215,92,160,93,85,57,110,63,137,78,144,67,101,60,110,73,41,37,14,21
1500000US360290138002,360290138002,"Block Group 2, Census Tract 138, Erie County, New York",210,77,15,24,35,33,33,38,12,21,16,25,15,25,51,50,0,12,16,20,17,26,0,12,0,12
1500000US360290138003,360290138003,"Block Group 3, Census Tract 138, Erie County, New York",1455,256,37,35,257,124,233,99,31,29,189,90,105,58,318,109,138,84,46,41,78,53,23,27,0,12
1500000US360290138004,360290138004,"Block Group 4, Census Tract 138, Erie County, New York",258,129,0,12,24,27,56,61,24,34,43,51,41,52,34,39,0,12,11,17,25,38,0,12,0,12
1500000US360290138005,360290138005,"Block Group 5, Census Tract 138, Erie County, New York",409,160,28,31,26,30,125,65,0,12,54,39,75,53,65,70,0,12,0,12,24,28,12,21,0,12
1500000US360290139001,360290139001,"Block Group 1, Census Tract 139, Erie County, New York",1123,138,24,20,222,76,103,44,77,54,145,60,67,40,252,80,73,40,92,46,63,35,5,9,0,12
1500000US360290140001,360290140001,"Block Group 1, Census Tract 140, Erie County, New York",692,134,116,82,119,61,100,63,43,35,61,53,77,47,97,50,30,29,11,14,38,33,0,12,0,12
1500000US360290140002,360290140002,"Block Group 2, Census Tract 140, Erie County, New York",977,191,81,50,98,49,98,54,113,65,129,59,70,42,159,64,52,48,55,50,79,55,29,30,14,22
1500000US360290141011,360290141011,"Block Group 1, Census Tract 141.01, Erie County, New York",785,218,12,18,63,57,188,124,131,73,147,79,121,106,101,67,0,12,0,12,15,22,7,12,0,12
1500000US360290141012,360290141012,"Block Group 2, Census Tract 141.01, Erie County, New York",910,212,0,12,158,106,163,72,72,70,202,103,36,41,196,100,0,12,35,40,15,23,0,12,33,53
1500000US360290141013,360290141013,"Block Group 3, Census Tract 141.01, Erie County, New York",1267,243,16,24,59,62,85,63,238,101,213,94,106,70,328,136,49,47,80,55,60,55,33,35,0,12
1500000US360290141021,360290141021,"Block Group 1, Census Tract 141.02, Erie County, New York",1271,242,112,81,162,97,307,129,115,66,226,107,82,52,88,70,20,26,27,44,107,90,11,18,14,23
1500000US360290141022,360290141022,"Block Group 2, Census Tract 141.02, Erie County, New York",1353,287,35,56,183,104,284,165,64,47,182,95,105,68,297,176,65,58,41,44,59,49,38,42,0,12
1500000US360290142041,360290142041,"Block Group 1, Census Tract 142.04, Erie County, New York",1159,156,27,24,62,40,232,95,160,65,154,70,206,76,139,57,70,46,70,47,39,29,0,12,0,12
1500000US360290142042,360290142042,"Block Group 2, Census Tract 142.04, Erie County, New York",659,150,11,16,29,26,139,87,32,25,87,63,89,50,164,66,31,29,67,41,10,16,0,12,0,12
1500000US360290142061,360290142061,"Block Group 1, Census Tract 142.06, Erie County, New York",1802,244,0,12,138,73,152,87,270,122,392,141,236,100,374,138,71,92,42,37,30,34,66,64,31,34
1500000US360290142062,360290142062,"Block Group 2, Census Tract 142.06, Erie County, New York",1177,236,0,12,161,105,162,108,66,63,201,125,173,84,222,94,80,66,53,52,0,12,59,65,0,12
1500000US360290142063,360290142063,"Block Group 3, Census Tract 142.06, Erie County, New York",593,155,0,12,34,38,38,36,70,34,98,67,143,117,122,90,43,41,29,48,16,25,0,12,0,12
1500000US360290142071,360290142071,"Block Group 1, Census Tract 142.07, Erie County, New York",451,138,0,12,13,21,9,16,81,57,238,126,23,27,73,55,0,12,14,22,0,12,0,12,0,12
1500000US360290142072,360290142072,"Block Group 2, Census Tract 142.07, Erie County, New York",802,177,0,12,40,45,106,67,169,73,229,120,67,56,91,42,24,35,17,28,0,12,41,45,18,28
1500000US360290142073,360290142073,"Block Group 3, Census Tract 142.07, Erie County, New York",1476,234,23,28,71,53,205,109,235,94,227,129,163,104,339,127,36,42,38,36,99,97,20,32,20,31
1500000US360290142081,360290142081,"Block Group 1, Census Tract 142.08, Erie County, New York",576,171,16,27,128,127,50,49,116,69,114,62,42,37,83,47,12,20,8,13,0,12,7,16,0,12
1500000US360290142082,360290142082,"Block Group 2, Census Tract 142.08, Erie County, New York",945,187,46,37,54,37,115,71,150,78,189,79,162,107,103,63,83,49,12,19,0,12,31,28,0,12
1500000US360290142083,360290142083,"Block Group 3, Census Tract 142.08, Erie County, New York",1228,173,9,14,116,61,112,63,75,62,268,86,229,89,240,86,43,35,28,31,43,51,43,40,22,30
1500000US360290142091,360290142091,"Block Group 1, Census Tract 142.09, Erie County, New York",520,137,49,34,49,50,52,33,81,51,97,75,128,71,47,47,0,12,17,26,0,12,0,12,0,12
1500000US360290142092,360290142092,"Block Group 2, Census Tract 142.09, Erie County, New York",1193,245,18,22,63,50,227,138,124,61,277,103,106,75,303,132,17,19,22,25,29,27,7,10,0,12
1500000US360290142093,360290142093,"Block Group 3, Census Tract 142.09, Erie County, New York",583,157,0,12,85,64,75,53,152,90,133,58,17,22,73,52,0,12,11,18,0,12,37,38,0,12
1500000US360290143001,360290143001,"Block Group 1, Census Tract 143, Erie County, New York",607,184,13,21,55,45,49,49,107,76,151,89,77,74,97,56,14,23,33,36,11,20,0,12,0,12
1500000US360290143002,360290143002,"Block Group 2, Census Tract 143, Erie County, New York",760,219,78,72,125,103,38,37,94,63,131,86,72,63,76,62,86,80,11,18,12,20,0,12,37,61
1500000US360290143003,360290143003,"Block Group 3, Census Tract 143, Erie County, New York",760,215,36,44,47,34,119,84,98,63,133,77,159,78,112,82,36,56,0,12,20,35,0,12,0,12
1500000US360290143004,360290143004,"Block Group 4, Census Tract 143, Erie County, New York",492,209,31,58,89,69,17,26,29,34,139,76,32,44,72,60,0,12,0,12,83,94,0,12,0,12
1500000US360290143005,360290143005,"Block Group 5, Census Tract 143, Erie County, New York",662,190,0,12,137,90,137,87,177,117,47,46,105,66,59,75,0,12,0,12,0,12,0,12,0,12
1500000US360290144001,360290144001,"Block Group 1, Census Tract 144, Erie County, New York",504,138,32,39,34,30,74,55,127,70,45,35,63,47,82,59,7,13,17,26,7,12,7,11,9,16
1500000US360290144002,360290144002,"Block Group 2, Census Tract 144, Erie County, New York",348,117,0,12,41,49,86,56,68,54,71,51,17,19,22,27,31,29,0,12,12,19,0,12,0,12
1500000US360290144003,360290144003,"Block Group 3, Census Tract 144, Erie County, New York",577,190,45,40,52,53,89,76,62,48,163,119,32,32,78,51,0,12,28,41,0,12,0,12,28,35
1500000US360290144004,360290144004,"Block Group 4, Census Tract 144, Erie County, New York",641,154,17,19,116,60,74,58,116,59,102,68,83,58,25,22,16,21,78,83,0,12,0,12,14,18
1500000US360290145011,360290145011,"Block Group 1, Census Tract 145.01, Erie County, New York",1030,186,67,60,77,63,197,85,134,73,258,85,42,38,146,81,0,12,63,41,11,17,35,40,0,12
1500000US360290145012,360290145012,"Block Group 2, Census Tract 145.01, Erie County, New York",632,165,0,12,59,47,185,77,100,68,223,134,31,25,23,19,11,18,0,12,0,12,0,12,0,12
1500000US360290145021,360290145021,"Block Group 1, Census Tract 145.02, Erie County, New York",424,133,7,12,96,76,86,43,85,60,39,48,12,18,38,28,38,41,12,18,11,17,0,12,0,12
1500000US360290145022,360290145022,"Block Group 2, Census Tract 145.02, Erie County, New York",797,158,115,75,111,63,87,44,70,44,214,92,131,82,56,48,0,12,0,12,13,21,0,12,0,12
1500000US360290146011,360290146011,"Block Group 1, Census Tract 146.01, Erie County, New York",677,211,151,126,114,88,95,81,41,57,86,56,109,93,31,36,0,12,0,12,25,31,25,23,0,12
1500000US360290146012,360290146012,"Block Group 2, Census Tract 146.01, Erie County, New York",1094,284,19,23,175,94,96,64,220,157,268,126,129,73,90,60,85,80,0,12,0,12,12,19,0,12
1500000US360290146013,360290146013,"Block Group 3, Census Tract 146.01, Erie County, New York",363,133,12,19,41,34,44,40,49,46,67,56,96,84,31,28,12,19,0,12,0,12,11,18,0,12
1500000US360290146014,360290146014,"Block Group 4, Census Tract 146.01, Erie County, New York",399,128,0,12,59,47,32,30,60,60,98,53,32,39,44,35,13,22,35,32,26,29,0,12,0,12
1500000US360290146031,360290146031,"Block Group 1, Census Tract 146.03, Erie County, New York",1001,220,76,84,87,63,226,98,104,78,74,75,140,91,142,61,40,46,26,26,54,48,14,22,18,27
1500000US360290146032,360290146032,"Block Group 2, Census Tract 146.03, Erie County, New York",579,139,30,28,96,55,58,56,70,49,170,90,23,28,71,46,17,29,34,30,10,15,0,12,0,12
1500000US360290146033,360290146033,"Block Group 3, Census Tract 146.03, Erie County, New York",274,118,12,18,0,12,35,28,122,109,68,71,11,17,0,12,0,12,8,13,9,15,9,15,0,12
1500000US360290146041,360290146041,"Block Group 1, Census Tract 146.04, Erie County, New York",1204,244,32,50,83,68,120,81,137,78,147,83,136,67,360,236,135,104,12,19,42,45,0,12,0,12
1500000US360290146042,360290146042,"Block Group 2, Census Tract 146.04, Erie County, New York",903,223,17,26,73,49,168,78,193,111,45,41,102,123,182,79,14,22,35,56,61,75,0,12,13,23
1500000US360290146043,360290146043,"Block Group 3, Census Tract 146.04, Erie County, New York",961,215,32,38,47,34,83,50,272,153,200,91,72,45,169,71,0,12,34,42,35,39,17,27,0,12
1500000US360290146044,360290146044,"Block Group 4, Census Tract 146.04, Erie County, New York",470,143,0,12,13,21,101,72,121,85,65,56,49,72,58,50,0,12,0,12,18,28,45,67,0,12
1500000US360290147011,360290147011,"Block Group 1, Census Tract 147.01, Erie County, New York",445,141,42,41,41,35,53,32,52,39,56,38,30,31,65,51,24,26,31,30,30,24,21,24,0,12
1500000US360290147012,360290147012,"Block Group 2, Census Tract 147.01, Erie County, New York",653,134,0,12,71,58,81,43,198,78,71,51,71,47,100,53,12,16,16,27,21,24,12,18,0,12
1500000US360290147013,360290147013,"Block Group 3, Census Tract 147.01, Erie County, New York",1776,189,51,43,86,40,161,79,215,69,325,127,155,74,394,114,136,55,82,47,126,65,25,23,20,21
1500000US360290147021,360290147021,"Block Group 1, Census Tract 147.02, Erie County, New York",329,148,110,129,24,27,12,18,49,42,24,37,20,34,71,43,0,12,0,12,10,16,9,16,0,12
1500000US360290147022,360290147022,"Block Group 2, Census Tract 147.02, Erie County, New York",675,241,87,99,33,37,17,26,137,112,30,33,10,16,213,163,105,99,23,26,20,33,0,12,0,12
1500000US360290147023,360290147023,"Block Group 3, Census Tract 147.02, Erie County, New York",736,152,27,44,97,62,159,93,76,56,72,54,69,51,146,96,21,26,36,38,12,18,21,25,0,12
1500000US360290147024,360290147024,"Block Group 4, Census Tract 147.02, Erie County, New York",631,137,19,22,29,34,62,43,74,50,106,65,153,82,165,91,0,12,23,29,0,12,0,12,0,12
1500000US360290147025,360290147025,"Block Group 5, Census Tract 147.02, Erie County, New York",1449,264,68,80,274,126,196,111,322,117,226,100,142,75,163,79,15,23,0,12,13,21,30,43,0,12
1500000US360290148011,360290148011,"Block Group 1, Census Tract 148.01, Erie County, New York",506,154,88,60,52,38,31,29,23,26,33,36,31,26,49,45,77,58,37,29,61,45,24,36,0,12
1500000US360290148012,360290148012,"Block Group 2, Census Tract 148.01, Erie County, New York",649,154,115,77,86,61,66,41,45,49,62,45,77,61,68,45,51,34,30,28,49,50,0,12,0,12
1500000US360290148031,360290148031,"Block Group 1, Census Tract 148.03, Erie County, New York",561,181,18,30,40,44,46,52,61,66,21,24,129,104,138,73,0,12,36,47,42,40,30,34,0,12
1500000US360290148032,360290148032,"Block Group 2, Census Tract 148.03, Erie County, New York",536,157,0,12,118,88,23,28,24,34,54,49,14,23,175,91,24,27,25,37,24,27,0,12,55,52
1500000US360290148033,360290148033,"Block Group 3, Census Tract 148.03, Erie County, New York",1236,323,14,23,88,58,336,248,75,58,153,89,95,66,130,66,175,105,107,77,26,31,0,12,37,59
1500000US360290148034,360290148034,"Block Group 4, Census Tract 148.03, Erie County, New York",815,268,0,12,63,55,71,83,140,103,192,152,115,76,109,63,47,56,61,55,0,12,17,26,0,12
1500000US360290149011,360290149011,"Block Group 1, Census Tract 149.01, Erie County, New York",666,117,43,24,92,36,18,15,22,16,107,48,43,35,119,51,32,25,70,49,91,46,20,17,9,14
1500000US360290149012,360290149012,"Block Group 2, Census Tract 149.01, Erie County, New York",522,89,29,16,66,38,25,17,65,40,73,38,40,39,82,38,28,17,24,18,71,31,5,8,14,16
1500000US360290149031,360290149031,"Block Group 1, Census Tract 149.03, Erie County, New York",767,364,12,21,41,53,73,81,193,161,180,151,45,48,73,45,77,50,11,17,19,22,43,41,0,12
1500000US360290149032,360290149032,"Block Group 2, Census Tract 149.03, Erie County, New York",337,126,0,12,0,12,62,53,0,12,132,81,25,30,79,61,0,12,13,21,26,29,0,12,0,12
1500000US360290149033,360290149033,"Block Group 3, Census Tract 149.03, Erie County, New York",1491,228,0,12,135,69,247,108,256,128,155,84,118,77,245,99,107,69,40,37,131,70,57,54,0,12
1500000US360290149034,360290149034,"Block Group 4, Census Tract 149.03, Erie County, New York",356,109,0,12,28,41,41,46,11,18,48,41,55,64,42,35,43,40,26,30,62,62,0,12,0,12
1500000US360290149041,360290149041,"Block Group 1, Census Tract 149.04, Erie County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360290150011,360290150011,"Block Group 1, Census Tract 150.01, Erie County, New York",802,188,18,27,91,86,25,31,106,67,165,85,26,27,144,77,97,59,70,48,60,51,0,12,0,12
1500000US360290150012,360290150012,"Block Group 2, Census Tract 150.01, Erie County, New York",1434,235,49,59,104,64,117,55,224,126,215,90,85,55,307,109,201,98,72,56,43,38,0,12,17,32
1500000US360290150013,360290150013,"Block Group 3, Census Tract 150.01, Erie County, New York",317,180,0,12,45,40,52,47,16,25,36,32,17,25,56,41,45,42,16,26,34,39,0,12,0,12
1500000US360290150021,360290150021,"Block Group 1, Census Tract 150.02, Erie County, New York",1178,167,78,40,30,25,143,76,86,40,113,63,179,79,238,83,88,72,78,53,120,79,21,24,4,6
1500000US360290150022,360290150022,"Block Group 2, Census Tract 150.02, Erie County, New York",255,90,0,12,0,12,33,29,20,19,19,22,25,26,44,39,0,12,20,23,49,43,15,23,30,33
1500000US360290150031,360290150031,"Block Group 1, Census Tract 150.03, Erie County, New York",1060,193,29,43,66,48,41,33,91,58,109,59,127,58,160,84,81,55,105,47,194,74,8,13,49,35
1500000US360290150032,360290150032,"Block Group 2, Census Tract 150.03, Erie County, New York",503,95,6,10,25,25,19,21,96,54,92,56,73,50,101,61,30,25,0,12,10,14,23,25,28,41
1500000US360290151011,360290151011,"Block Group 1, Census Tract 151.01, Erie County, New York",708,148,19,22,9,14,17,21,50,34,98,49,82,43,144,75,41,32,52,46,157,94,8,12,31,39
1500000US360290151012,360290151012,"Block Group 2, Census Tract 151.01, Erie County, New York",397,112,0,12,8,14,8,13,30,25,111,67,21,23,67,36,10,16,29,25,67,53,40,31,6,11
1500000US360290151013,360290151013,"Block Group 3, Census Tract 151.01, Erie County, New York",556,160,27,45,32,36,40,36,112,107,12,19,102,104,147,72,13,19,41,41,30,38,0,12,0,12
1500000US360290151021,360290151021,"Block Group 1, Census Tract 151.02, Erie County, New York",870,108,14,16,84,43,73,42,88,33,137,48,24,15,116,53,39,29,32,23,170,60,84,38,9,12
1500000US360290151022,360290151022,"Block Group 2, Census Tract 151.02, Erie County, New York",478,98,40,35,62,39,77,42,66,30,25,18,9,9,51,30,20,17,26,18,82,35,16,16,4,6
1500000US360290152011,360290152011,"Block Group 1, Census Tract 152.01, Erie County, New York",533,162,10,16,0,12,32,26,88,69,68,51,54,48,138,68,28,32,77,66,18,20,11,17,9,14
1500000US360290152012,360290152012,"Block Group 2, Census Tract 152.01, Erie County, New York",989,174,28,46,91,69,78,46,181,69,121,58,112,52,184,67,91,43,29,23,57,47,12,19,5,9
1500000US360290152021,360290152021,"Block Group 1, Census Tract 152.02, Erie County, New York",813,194,13,21,182,155,111,83,78,50,143,75,12,18,109,57,106,54,29,29,30,36,0,12,0,12
1500000US360290152022,360290152022,"Block Group 2, Census Tract 152.02, Erie County, New York",595,184,61,62,34,38,109,59,128,80,52,45,64,44,49,43,6,13,48,36,37,34,0,12,7,13
1500000US360290152023,360290152023,"Block Group 3, Census Tract 152.02, Erie County, New York",1083,225,60,76,185,139,117,76,76,56,189,86,97,56,71,48,73,56,75,49,69,46,13,21,58,69
1500000US360290153011,360290153011,"Block Group 1, Census Tract 153.01, Erie County, New York",564,162,17,20,105,57,32,30,45,40,41,30,84,74,58,40,21,26,86,73,30,29,34,51,11,17
1500000US360290153012,360290153012,"Block Group 2, Census Tract 153.01, Erie County, New York",628,144,0,12,37,33,73,48,54,39,123,65,123,79,118,63,25,24,32,29,28,26,15,22,0,12
1500000US360290153013,360290153013,"Block Group 3, Census Tract 153.01, Erie County, New York",1107,176,72,44,79,47,101,47,116,81,93,53,19,23,232,89,158,68,79,49,118,56,40,48,0,12
1500000US360290153021,360290153021,"Block Group 1, Census Tract 153.02, Erie County, New York",310,90,14,20,16,24,12,17,60,51,14,21,37,25,0,12,20,25,38,35,71,37,0,12,28,33
1500000US360290153022,360290153022,"Block Group 2, Census Tract 153.02, Erie County, New York",554,139,14,19,46,29,97,52,50,47,57,33,26,27,118,59,68,45,9,17,32,29,28,32,9,15
1500000US360290153023,360290153023,"Block Group 3, Census Tract 153.02, Erie County, New York",354,103,19,21,11,18,39,33,33,26,42,30,35,47,102,57,30,32,0,12,43,33,0,12,0,12
1500000US360290154011,360290154011,"Block Group 1, Census Tract 154.01, Erie County, New York",793,122,32,36,33,26,80,60,44,39,77,50,55,63,216,75,54,41,118,71,57,35,27,30,0,12
1500000US360290154012,360290154012,"Block Group 2, Census Tract 154.01, Erie County, New York",452,125,0,12,66,42,9,13,55,40,71,46,35,29,142,69,38,31,5,9,22,21,9,14,0,12
1500000US360290154021,360290154021,"Block Group 1, Census Tract 154.02, Erie County, New York",511,205,14,24,45,43,68,94,12,21,156,103,27,35,69,76,45,51,28,31,47,34,0,12,0,12
1500000US360290154022,360290154022,"Block Group 2, Census Tract 154.02, Erie County, New York",342,201,0,12,20,31,83,97,27,43,68,59,0,12,48,43,0,12,96,76,0,12,0,12,0,12
1500000US360290154023,360290154023,"Block Group 3, Census Tract 154.02, Erie County, New York",993,316,81,81,47,58,29,33,224,198,66,60,91,79,152,102,61,48,62,53,137,85,43,50,0,12
1500000US360290154024,360290154024,"Block Group 4, Census Tract 154.02, Erie County, New York",701,264,0,12,70,81,23,35,57,44,71,79,30,32,106,90,95,120,120,88,61,51,68,61,0,12
1500000US360290155011,360290155011,"Block Group 1, Census Tract 155.01, Erie County, New York",860,119,16,15,76,29,96,38,108,50,64,27,75,40,179,64,47,37,51,26,119,39,22,15,7,10
1500000US360290155031,360290155031,"Block Group 1, Census Tract 155.03, Erie County, New York",631,156,0,12,43,49,60,50,98,77,26,34,59,83,94,64,2,11,100,90,108,71,41,42,0,12
1500000US360290155032,360290155032,"Block Group 2, Census Tract 155.03, Erie County, New York",456,125,9,15,79,42,93,76,35,40,12,19,52,63,50,40,0,12,18,26,80,57,20,24,8,14
1500000US360290155041,360290155041,"Block Group 1, Census Tract 155.04, Erie County, New York",573,139,0,12,78,50,54,39,41,35,12,17,49,40,69,50,35,40,18,19,150,80,67,72,0,12
1500000US360290155042,360290155042,"Block Group 2, Census Tract 155.04, Erie County, New York",597,154,73,78,53,40,27,32,45,34,68,49,78,76,16,20,0,12,121,64,92,65,24,25,0,12
1500000US360290155043,360290155043,"Block Group 3, Census Tract 155.04, Erie County, New York",118,80,0,12,13,23,0,12,22,25,31,31,12,20,0,12,6,11,4,9,5,8,25,31,0,12
1500000US360290155044,360290155044,"Block Group 4, Census Tract 155.04, Erie County, New York",431,177,0,12,78,62,35,33,7,17,65,58,13,15,66,59,29,30,60,57,73,67,0,12,5,11
1500000US360290156001,360290156001,"Block Group 1, Census Tract 156, Erie County, New York",613,95,19,20,39,25,58,32,90,36,45,26,17,18,76,38,42,43,85,36,64,28,70,40,8,11
1500000US360290156002,360290156002,"Block Group 2, Census Tract 156, Erie County, New York",360,77,31,22,60,31,66,39,20,15,16,15,1,3,49,24,17,12,27,37,50,23,12,17,11,16
1500000US360290157001,360290157001,"Block Group 1, Census Tract 157, Erie County, New York",486,107,10,15,21,18,25,30,71,55,13,14,74,44,65,44,25,24,20,18,114,49,14,20,34,35
1500000US360290157002,360290157002,"Block Group 2, Census Tract 157, Erie County, New York",339,86,15,19,102,55,8,12,9,14,40,41,10,16,18,23,28,23,47,46,31,24,31,29,0,12
1500000US360290157003,360290157003,"Block Group 3, Census Tract 157, Erie County, New York",421,102,13,13,48,47,60,41,60,34,74,51,18,16,66,57,21,24,17,18,34,38,10,14,0,12
1500000US360290157004,360290157004,"Block Group 4, Census Tract 157, Erie County, New York",360,81,55,30,43,28,31,26,32,23,34,24,22,24,55,29,7,8,22,23,45,24,11,11,3,5
1500000US360290158001,360290158001,"Block Group 1, Census Tract 158, Erie County, New York",846,149,32,30,47,32,59,37,157,85,55,35,100,55,129,55,57,43,0,12,210,98,0,12,0,12
1500000US360290158002,360290158002,"Block Group 2, Census Tract 158, Erie County, New York",1100,207,23,26,147,73,205,85,41,34,120,64,117,65,108,54,9,15,169,189,73,43,44,36,44,48
1500000US360290159001,360290159001,"Block Group 1, Census Tract 159, Erie County, New York",1030,173,96,64,283,111,126,66,33,21,59,46,53,34,132,75,11,16,63,44,94,44,41,39,39,41
1500000US360290159002,360290159002,"Block Group 2, Census Tract 159, Erie County, New York",940,171,93,53,140,63,72,60,83,57,116,73,9,16,85,64,39,26,136,92,100,52,55,48,12,19
1500000US360290161001,360290161001,"Block Group 1, Census Tract 161, Erie County, New York",1,2,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360290162001,360290162001,"Block Group 1, Census Tract 162, Erie County, New York",480,142,5,8,104,50,117,75,54,39,104,71,15,27,48,49,18,25,3,7,12,14,0,12,0,12
1500000US360290162002,360290162002,"Block Group 2, Census Tract 162, Erie County, New York",415,121,0,12,26,25,61,56,83,53,88,51,46,72,51,39,34,26,15,21,11,16,0,12,0,12
1500000US360290163001,360290163001,"Block Group 1, Census Tract 163, Erie County, New York",246,115,0,12,7,10,77,57,30,25,72,53,4,6,18,20,0,12,0,12,5,7,29,46,4,7
